book_id,isbn,title,author_id,author_name,genre,publication_year,price,pages,format,in_stock,publisher
6123,978-2-3281-3202-8,Broken Saga of the Dawn,1784,James Miller,Fiction,2003,11.63,479,eBook,True,Independent Press
6124,978-9-3084-7989-0,Last Tale of Tomorrow,622,Ava Robinson,Thriller,2002,10.4,468,eBook,True,Independent Press
6125,978-9-1681-5239-5,Ancient Memory,325,Richard Moore,Mystery,1996,7.6,410,eBook,True,Independent Press
6126,978-1-1322-7203-2,First Legend,1520,Sarah White,Science Fiction,2015,4.77,507,Paperback,True,Simon & Schuster
6127,978-4-5244-7863-0,Dark Journey of Tomorrow,287,Isabella Rodriguez,Mystery,2018,21.18,194,Paperback,True,HarperCollins
6128,978-4-1462-6118-3,Broken Dream in the Light,152,Susan Lopez,Mystery,2009,17.17,453,Paperback,False,Independent Press
6129,978-3-5207-7342-7,Secret Dream at Sunrise,1251,John Wilson,Mystery,2023,18.53,550,Paperback,True,Macmillan
6130,978-8-4004-3768-1,An Light,929,Elizabeth Martin,Biography,2014,10.76,637,eBook,True,Hachette
6131,978-6-6539-5180-7,Lost Legend,260,Michael Thompson,Mystery,2014,12.86,665,Hardcover,True,Macmillan
6132,978-3-6453-9517-0,Ancient Vision Beyond Time,1012,Susan Brown,Fantasy,2013,12.74,480,Paperback,True,Macmillan
6133,978-6-7574-4816-7,A Shadow of the Night,1361,John Johnson,Fiction,1993,6.16,734,Paperback,True,Simon & Schuster
6134,978-2-2341-5309-1,Forgotten Journey,232,Liam Moore,Thriller,2016,9.46,342,Hardcover,True,Simon & Schuster
6135,978-5-8461-4151-3,Forgotten Shadow of the Night,1130,Elizabeth Clark,Non-Fiction,1999,6.16,786,Hardcover,True,HarperCollins
6136,978-3-5624-5901-5,Secret Journey in the Dark,1288,Ava Rodriguez,Thriller,2018,4.84,163,Hardcover,True,Hachette
6137,978-5-6043-3505-8,The Light of the Dawn,1834,James Miller,Non-Fiction,2015,18.34,602,Audiobook,True,Independent Press
6138,978-1-4322-1512-0,Lost Saga of the Dawn,1234,Jessica Rodriguez,Mystery,1995,17.51,773,Hardcover,True,Macmillan
6139,978-9-9571-3005-9,Ancient Vision of Tomorrow,1595,Barbara Martin,Biography,2017,32.45,608,Hardcover,True,Penguin Random House
6140,978-4-1799-3217-8,Last Quest of Yesterday,1979,Sophia Taylor,Fiction,1994,25.12,361,Audiobook,True,Simon & Schuster
6141,978-4-4244-7930-7,Bright Tale Beyond Time,560,Isabella Wilson,Romance,2013,9.52,729,Audiobook,True,Penguin Random House
6142,978-4-4430-7481-4,The Quest of the Night,1059,Liam Johnson,Science Fiction,2017,16.98,793,eBook,True,HarperCollins
6143,978-9-1884-6594-6,Broken Story of Yesterday,1356,Noah Martin,Thriller,2015,6.16,458,Paperback,True,Macmillan
6144,978-8-4301-1520-8,Lost Story Beyond Time,995,Sarah Robinson,History,2005,8.47,797,Paperback,True,Simon & Schuster
6145,978-5-9464-7007-3,Silent Legend of Tomorrow,726,James Johnson,Fiction,2012,7.11,797,Paperback,True,Penguin Random House
6146,978-1-7966-8615-9,Dark Chronicles of the Night,937,Patricia Clark,Fantasy,2007,13.16,206,eBook,False,Macmillan
6147,978-0-8397-7994-3,Ancient Quest in the Light,312,Oliver Hernandez,Romance,2017,17.36,797,Paperback,True,Independent Press
6148,978-7-5168-5012-2,Lost Quest,1231,David Martinez,Romance,2017,32.35,654,Paperback,True,Independent Press
6149,978-0-3502-3697-2,Ancient Memory of the Night,507,Jessica Lee,Fantasy,2015,24.9,616,eBook,True,Independent Press
6150,978-0-4912-8539-2,Modern Chronicles Beyond Time,1599,Liam Martin,Science Fiction,2017,13.25,756,eBook,True,Simon & Schuster
6151,978-2-8652-2786-3,Bright Quest,529,Liam Thomas,Science Fiction,2009,14.37,359,eBook,False,Penguin Random House
6152,978-0-2936-1129-5,Forgotten Echo at Midnight,286,William Williams,Fantasy,2018,11.44,329,Hardcover,False,Simon & Schuster
6153,978-6-5216-5783-6,An Vision in the Light,581,Mary Davis,Fiction,2015,16.68,700,Paperback,True,Simon & Schuster
6154,978-8-2371-5437-2,Secret Journey in the Dark,683,Barbara Hernandez,Fantasy,2000,11.59,702,Audiobook,True,Simon & Schuster
6155,978-7-5942-9671-9,Bright Saga,1506,Elizabeth Brown,Science Fiction,2005,5.97,734,eBook,True,Macmillan
6156,978-9-3967-8693-9,An Saga at Midnight,116,Mia Williams,Biography,2016,30.74,247,Paperback,True,HarperCollins
6157,978-4-8548-2812-4,Bright Chronicles of the Dawn,504,Susan Thomas,Fiction,2014,10.87,384,Paperback,True,HarperCollins
6158,978-0-4995-4237-9,Forgotten Story in the Dark,1344,Sophia Davis,Mystery,2003,17.55,242,eBook,False,Macmillan
6159,978-7-6435-3208-2,Secret Light,1191,Ava Taylor,Mystery,1990,15.01,397,Paperback,True,Simon & Schuster
6160,978-6-3418-5951-1,Bright Quest of the Dawn,1309,Jennifer White,Fiction,2011,24.46,779,Hardcover,True,HarperCollins
6161,978-4-1579-4707-7,A Tale Through Time,171,John Clark,Fantasy,2009,13.32,261,eBook,True,Hachette
6162,978-8-6356-6532-5,First Chronicles at Sunrise,1101,Liam Thompson,Fiction,1996,17.52,184,eBook,True,Simon & Schuster
6163,978-1-1807-2545-5,An Echo Through Time,268,Jennifer Wilson,Non-Fiction,1995,7.58,721,Hardcover,True,Penguin Random House
6164,978-3-3058-1850-5,Ancient Story in the Dark,1773,Jessica Garcia,Science Fiction,2003,4.47,617,Paperback,True,HarperCollins
6165,978-2-9882-3680-7,Modern Legend Beyond Time,1739,David Clark,Fiction,1995,15.55,454,eBook,True,Penguin Random House
6166,978-4-7211-8681-6,The Vision at Midnight,57,Noah Hernandez,Mystery,2000,13.06,681,Paperback,False,Simon & Schuster
6167,978-6-5476-3388-3,The Light Through Time,298,Mason Hernandez,Mystery,1991,9.63,793,Paperback,True,Independent Press
6168,978-5-5594-4915-6,Dark Light in the Dark,1442,David Martin,Romance,2016,16.92,528,Paperback,True,HarperCollins
6169,978-9-7515-9154-5,Hidden Light of Yesterday,1473,Patricia Miller,Fiction,2017,12.91,170,Paperback,True,Simon & Schuster
6170,978-6-8835-9095-5,Last Saga Beyond Time,1236,Ava Miller,Romance,2020,9.67,783,eBook,True,HarperCollins
6171,978-8-9222-1011-4,Silent Shadow Before Dawn,1290,James Harris,Fiction,2021,26.56,387,eBook,True,Hachette
6172,978-0-4800-7249-2,Last Light of Tomorrow,323,Jennifer Martin,Biography,2006,5.95,738,Paperback,False,Hachette
6173,978-4-4989-6381-5,Modern Saga in the Light,979,Emma Thomas,History,1999,5.77,429,Paperback,False,Macmillan
6174,978-9-1388-2167-4,Hidden Memory Before Dawn,981,Elizabeth Johnson,Romance,1999,6.42,786,Paperback,True,Penguin Random House
6175,978-2-2401-8981-9,First Dream of Tomorrow,1617,Jennifer Hernandez,Fiction,2013,10.8,666,eBook,True,HarperCollins
6176,978-1-5769-8515-8,Broken Quest,787,Sarah Lopez,Thriller,1999,16.43,691,Audiobook,True,Independent Press
6177,978-0-4939-1788-0,Forgotten Memory Through Time,910,Liam Brown,Romance,2018,12.94,154,Hardcover,True,Penguin Random House
6178,978-1-7634-9721-7,Bright Mystery Through Time,551,Mia Williams,Self-Help,1995,12.12,480,eBook,True,Independent Press
6179,978-1-5100-6401-5,Lost Shadow of Tomorrow,191,Emma Thomas,Mystery,2023,31.72,491,eBook,False,HarperCollins
6180,978-1-3969-7346-6,An Saga Beyond Time,1344,Sophia Davis,Thriller,2016,5.17,702,Hardcover,True,Simon & Schuster
6181,978-5-7830-7072-0,Secret Story,573,William Thompson,Fantasy,2019,15.37,578,eBook,True,Independent Press
6182,978-9-7602-8633-9,Hidden Echo of the Night,587,Mason Lee,Biography,1992,7.17,369,Paperback,True,HarperCollins
6183,978-7-8632-2310-4,A Light in the Dark,1976,Barbara Gonzalez,Fantasy,2008,11.33,435,Audiobook,True,HarperCollins
6184,978-4-2331-7523-2,Lost Chronicles of Tomorrow,377,Linda Robinson,Fiction,2007,10.39,500,Hardcover,True,Penguin Random House
6185,978-3-9871-2556-4,Bright Story Through Time,1339,Thomas Johnson,Mystery,1990,11.74,301,eBook,True,Hachette
6186,978-5-1287-5064-9,The Light Beyond Time,1658,Joseph Thompson,Fantasy,2018,4.84,657,Paperback,False,Macmillan
6187,978-9-2022-6152-2,Dark Echo,892,John Jones,Non-Fiction,2018,7.3,423,Paperback,True,Independent Press
6188,978-7-5495-5054-0,An Mystery of the Night,257,Mary Martinez,Mystery,2022,4.95,713,eBook,True,Simon & Schuster
6189,978-0-7205-1144-9,Hidden Journey at Sunrise,1219,Mia Lee,Science Fiction,1992,14.46,670,Paperback,True,HarperCollins
6190,978-3-2152-3891-5,An Shadow in the Light,548,David Garcia,Fiction,2007,4.63,685,Audiobook,True,Macmillan
6191,978-1-4457-9360-5,The Light Under Stars,1205,Richard Thomas,Mystery,1991,8.81,784,Paperback,True,Independent Press
6192,978-6-7104-5843-2,The Echo of Yesterday,1439,Thomas Anderson,History,1994,30.45,214,Paperback,True,Penguin Random House
6193,978-7-3358-2715-9,Bright Saga,429,William Clark,Romance,2003,24.23,570,Hardcover,True,Simon & Schuster
6194,978-6-2465-4622-2,Ancient Light of the Dawn,1076,Elizabeth Gonzalez,Fiction,2008,14.33,594,Paperback,True,HarperCollins
6195,978-2-2336-4712-7,Hidden Mystery at Midnight,1010,Mia White,Science Fiction,1999,4.37,209,Paperback,True,Macmillan
6196,978-6-9372-3956-2,A Memory,1236,Ava Miller,Romance,1992,15.23,186,Paperback,True,HarperCollins
6197,978-1-9514-2216-2,Secret Quest in the Dark,885,Mary Thomas,Technology,2011,15.45,182,Paperback,True,Simon & Schuster
6198,978-8-7176-3905-7,Lost Dream,1916,Mia Robinson,Fiction,2008,4.59,578,Hardcover,True,Simon & Schuster
6199,978-3-4504-2343-8,Dark Tale of the Night,1308,Elizabeth Martinez,Biography,2014,13.93,664,Paperback,True,Hachette
6200,978-5-3234-3955-0,Silent Memory in the Dark,464,Oliver Lewis,Fiction,2002,20.95,250,Paperback,True,Hachette
6201,978-5-6884-4697-9,Silent Shadow of the Night,363,Sarah Davis,Thriller,2018,13.42,671,eBook,True,Simon & Schuster
6202,978-5-9111-8126-9,Lost Legend of the Dawn,378,Ava Rodriguez,Biography,2003,6.28,689,eBook,True,Simon & Schuster
6203,978-7-7894-9029-9,The Vision at Sunrise,1988,Mason Miller,Romance,2000,12.08,576,Paperback,True,Simon & Schuster
6204,978-8-6557-3843-6,Silent Chronicles Under Stars,839,Patricia Thompson,Fiction,2000,8.88,252,eBook,True,Independent Press
6205,978-6-2100-8859-6,Forgotten Echo of the Dawn,1733,Patricia Harris,Fantasy,2019,16.76,763,Hardcover,True,Simon & Schuster
6206,978-9-9247-3996-5,First Dream Under Stars,1155,Mia Wilson,Mystery,2020,7.79,576,eBook,False,Simon & Schuster
6207,978-5-5296-1634-5,Last Echo of the Dawn,470,John Taylor,Science Fiction,2013,16.53,200,eBook,True,Simon & Schuster
6208,978-7-9269-8511-1,Silent Light in the Light,962,Elizabeth Harris,Mystery,2011,6.36,763,Paperback,True,Independent Press
6209,978-5-1249-4677-7,Lost Legend in the Light,1162,Richard Williams,Biography,1998,19.58,685,Paperback,True,Simon & Schuster
6210,978-7-9002-3374-1,A Tale Before Dawn,1528,Mary Brown,Self-Help,1996,11.36,457,Paperback,True,Macmillan
6211,978-1-5856-9640-5,Hidden Memory,513,Linda Martinez,Fantasy,1993,8.8,682,Audiobook,True,HarperCollins
6212,978-1-6089-8733-0,First Shadow,308,Liam Thompson,Self-Help,2022,8.15,514,Hardcover,True,Hachette
6213,978-9-8552-6986-8,Lost Tale,1211,Barbara Davis,Self-Help,1991,6.02,377,Hardcover,True,Penguin Random House
6214,978-5-7283-1832-0,Silent Story of the Dawn,1025,Liam Robinson,Fiction,2012,7.98,316,Paperback,True,HarperCollins
6215,978-3-4583-5467-5,Ancient Vision in the Light,1740,Elizabeth Gonzalez,Fiction,2017,7.42,222,Paperback,True,HarperCollins
6216,978-2-4829-3990-5,Last Memory in the Dark,1529,Susan Hernandez,History,2005,14.47,591,Paperback,True,Macmillan
6217,978-6-7899-2158-2,Hidden Dream of the Dawn,357,Isabella Clark,Fiction,2022,9.89,276,Paperback,True,Simon & Schuster
6218,978-6-2504-9160-2,Ancient Vision Through Time,1542,Emma Davis,Biography,2019,7.44,785,eBook,True,Independent Press
6219,978-9-5711-2872-8,An Memory,137,John White,Self-Help,1998,4.95,475,Hardcover,True,Independent Press
6220,978-4-3100-4944-9,Ancient Saga,657,John Davis,Non-Fiction,2009,6.96,585,Paperback,True,Simon & Schuster
6221,978-1-8028-4124-6,An Tale,299,Susan Martin,Fiction,1995,12.21,682,eBook,True,HarperCollins
6222,978-4-7534-6647-8,Secret Memory,545,James Jackson,Biography,2006,10.15,218,eBook,True,Macmillan
6223,978-8-5886-4164-2,Ancient Mystery in the Dark,829,Emma Harris,Mystery,2014,8.09,260,Paperback,True,Penguin Random House
6224,978-4-1438-5367-6,A Mystery Under Stars,906,Joseph Davis,Thriller,2017,19.53,709,eBook,True,Macmillan
6225,978-3-4538-1620-9,Secret Legend,564,Thomas Gonzalez,Fiction,2002,10.09,300,Paperback,True,HarperCollins
6226,978-4-7240-3107-5,First Journey,794,Mason Brown,Fiction,2018,4.84,673,Paperback,True,Simon & Schuster
6227,978-4-2808-4936-7,Modern Tale Beyond Time,1131,Liam Lewis,Non-Fiction,1990,7.32,588,Hardcover,True,Hachette
6228,978-6-4797-6998-5,Secret Legend of the Dawn,1808,Barbara Gonzalez,Fiction,2013,21.62,573,Paperback,True,Independent Press
6229,978-2-6019-7434-3,Lost Memory of Yesterday,1331,John Anderson,History,1993,15.97,555,Audiobook,True,Macmillan
6230,978-9-8293-2139-5,An Tale,1839,Elizabeth Garcia,Fantasy,2002,15.17,356,Paperback,False,Hachette
6231,978-2-4785-9142-1,Modern Journey at Sunrise,1248,Thomas Rodriguez,Self-Help,2004,13.69,777,Paperback,False,Hachette
6232,978-5-3912-8378-3,Silent Saga,1260,Jennifer White,History,1998,4.99,190,Hardcover,True,Independent Press
6233,978-5-2776-8455-6,A Story of the Dawn,101,Mia Lee,Thriller,1992,32.25,477,Paperback,True,Independent Press
6234,978-3-2973-9406-2,A Light,1425,Mia Martin,Fantasy,1997,11.04,535,Paperback,True,Macmillan
6235,978-8-1533-1712-6,First Dream,1690,Noah Taylor,Fiction,1992,5.16,425,eBook,True,HarperCollins
6236,978-3-8754-7565-0,A Shadow of the Dawn,229,Noah Brown,Fiction,2022,7.38,349,eBook,True,Penguin Random House
6237,978-5-6445-1800-6,Dark Chronicles of the Night,1729,Jessica Miller,Fiction,2022,19.69,742,Hardcover,True,Macmillan
6238,978-8-1819-3208-0,Secret Mystery of Tomorrow,86,Thomas Rodriguez,Science Fiction,2020,6.5,458,Paperback,True,Penguin Random House
6239,978-7-4281-1615-4,Ancient Legend Before Dawn,1616,Sarah Jones,Fiction,2017,14.72,795,Paperback,False,Hachette
6240,978-1-3677-2766-0,The Saga,1360,Mia Smith,Romance,2004,13.6,758,Hardcover,True,HarperCollins
6241,978-2-9700-5359-1,Bright Quest of the Dawn,1243,Liam Anderson,Thriller,2022,18.45,557,eBook,True,Penguin Random House
6242,978-9-3749-9658-9,A Tale Beyond Time,753,Richard Thomas,Romance,1992,6.31,540,eBook,True,HarperCollins
6243,978-2-3169-1094-7,Bright Memory Before Dawn,534,Mia Miller,Non-Fiction,2002,4.44,410,Paperback,True,Macmillan
6244,978-1-9418-8957-1,Modern Tale of the Night,1974,Sophia Jackson,Thriller,2013,15.03,678,Hardcover,True,Independent Press
6245,978-0-7608-5347-7,Broken Dream of the Night,1603,Sarah Lewis,Thriller,2023,13.73,580,Paperback,True,Macmillan
6246,978-8-8541-5176-4,Bright Story,793,Liam Hernandez,Science Fiction,1999,4.37,317,Paperback,True,Macmillan
6247,978-6-5924-8789-9,Broken Journey at Sunrise,451,Patricia Clark,Thriller,2016,36.26,186,Hardcover,True,Penguin Random House
6248,978-0-9580-6884-0,Secret Quest at Sunrise,444,Noah Brown,Fiction,1998,12.8,410,eBook,False,Independent Press
6249,978-2-6316-3514-8,The Journey,801,John Lewis,Biography,2022,16.94,388,Hardcover,True,Macmillan
6250,978-4-2130-7207-7,Bright Saga,1500,Sophia Miller,Mystery,1996,13.93,302,Paperback,True,Independent Press
6251,978-4-8548-7702-6,Modern Light of the Night,1310,Sophia White,Non-Fiction,1992,14.19,463,eBook,True,Independent Press
6252,978-0-2689-6816-2,Forgotten Legend Through Time,1257,Elizabeth Martinez,Thriller,2008,16.98,177,Paperback,True,Simon & Schuster
6253,978-7-9373-6381-7,A Quest Beyond Time,1507,Emma Thompson,Biography,2009,20.68,708,eBook,True,Macmillan
6254,978-1-2931-2087-2,The Legend,848,Oliver Smith,Fantasy,1995,11.85,777,Hardcover,True,Independent Press
6255,978-4-7309-2795-9,Dark Journey,1027,Robert Davis,Science Fiction,2017,22.71,589,Hardcover,True,Simon & Schuster
6256,978-2-6612-6753-1,A Shadow of Yesterday,930,Elizabeth Lopez,Romance,2006,6.08,550,Hardcover,True,Macmillan
6257,978-3-4269-6327-4,Hidden Memory at Sunrise,486,William Hernandez,Mystery,2016,17.66,529,Paperback,True,Penguin Random House
6258,978-2-8482-2407-9,Silent Vision of the Dawn,132,Linda Williams,Mystery,1991,4.17,243,Audiobook,True,Hachette
6259,978-8-6380-5920-9,Secret Quest of Tomorrow,429,William Clark,Fiction,2015,6.64,642,Audiobook,True,Penguin Random House
6260,978-0-4771-4762-2,Dark Tale in the Dark,516,Sarah Taylor,Mystery,2007,12.46,160,Paperback,True,HarperCollins
6261,978-4-8212-6673-9,Modern Legend Before Dawn,1498,Linda Martinez,Fiction,2023,14.83,320,eBook,True,Independent Press
6262,978-3-5367-1375-8,Modern Tale,1414,William Harris,Non-Fiction,2000,18.54,563,Audiobook,True,Hachette
6263,978-6-3720-5400-6,Bright Shadow,1158,Barbara Smith,Romance,2001,5.09,665,Paperback,True,Hachette
6264,978-2-4165-9844-2,Secret Tale of Yesterday,800,Sarah Lopez,Romance,1996,6.9,170,Paperback,True,Independent Press
6265,978-0-9275-1373-3,A Echo Beyond Time,189,Liam Hernandez,Science Fiction,2005,22.84,574,Paperback,True,Macmillan
6266,978-8-2633-5184-0,The Light in the Dark,12,Oliver Smith,Fiction,2004,12.38,536,Hardcover,False,Hachette
6267,978-7-5709-1594-7,Lost Shadow in the Dark,505,Sarah Clark,Fiction,2022,4.94,293,Paperback,True,Hachette
6268,978-4-9011-4139-1,Ancient Dream Under Stars,14,Sophia Lee,Thriller,2003,11.83,485,Hardcover,True,Penguin Random House
6269,978-0-7362-6755-5,The Echo,1036,Isabella Jackson,Fiction,2001,18.99,291,Audiobook,True,Simon & Schuster
6270,978-1-4870-9883-8,Forgotten Mystery of Tomorrow,1314,Patricia Miller,Romance,1995,7.8,227,Paperback,True,HarperCollins
6271,978-2-4157-3283-0,Broken Legend Beyond Time,1004,Sophia Lee,Non-Fiction,2014,7.6,252,eBook,True,Penguin Random House
6272,978-5-4751-8693-1,First Shadow Through Time,253,Mary Robinson,Fiction,1998,9.54,490,Paperback,True,Penguin Random House
6273,978-5-4299-8777-6,Ancient Shadow,1371,Jessica Davis,Mystery,2010,8.02,437,Audiobook,False,HarperCollins
6274,978-6-3772-6966-6,A Echo of the Dawn,1067,Mia Hernandez,Fiction,2018,7.68,518,Audiobook,True,Simon & Schuster
6275,978-9-1367-2714-8,Secret Story in the Dark,1837,Sophia Robinson,Fantasy,2018,25.04,668,Paperback,True,Hachette
6276,978-5-1146-4157-5,An Shadow of the Dawn,875,Jessica Anderson,Thriller,2014,8.09,214,Hardcover,True,Simon & Schuster
6277,978-1-3763-2171-3,Lost Shadow Through Time,1299,Michael Brown,History,2023,11.5,706,Paperback,True,Macmillan
6278,978-1-6345-3072-3,Modern Light Before Dawn,311,Noah Hernandez,History,2020,19.59,630,Paperback,True,Hachette
6279,978-0-8542-7604-5,Forgotten Saga Beyond Time,1525,Mary Thompson,Technology,2021,5.05,434,Paperback,True,Penguin Random House
6280,978-1-9794-9522-3,Silent Chronicles of Yesterday,1694,Emma Harris,Fantasy,1992,16.41,570,Hardcover,True,Independent Press
6281,978-6-4033-9862-1,Silent Chronicles,729,Barbara Lopez,Science Fiction,2009,11.26,666,eBook,True,Penguin Random House
6282,978-5-3474-5533-2,An Memory Through Time,1184,Mary Davis,Science Fiction,2008,19.54,607,eBook,True,Penguin Random House
6283,978-2-1885-6652-3,Bright Echo of Tomorrow,1181,Patricia Clark,Science Fiction,2011,7.05,514,eBook,True,HarperCollins
6284,978-0-6224-2661-4,Last Dream of Tomorrow,690,Isabella Wilson,Romance,1992,13.52,201,eBook,True,HarperCollins
6285,978-5-6974-5844-3,First Saga,891,Oliver Jones,Non-Fiction,2006,20.68,739,Paperback,True,Independent Press
6286,978-6-6894-9700-7,A Light of the Night,836,Barbara Miller,Science Fiction,1990,10.31,397,Paperback,True,Hachette
6287,978-5-9494-7513-2,Modern Tale in the Light,1825,Thomas Johnson,Non-Fiction,2012,9.78,195,Audiobook,False,HarperCollins
6288,978-9-6541-8762-6,Forgotten Vision,464,Oliver Lewis,Fantasy,1990,4.14,382,eBook,True,Penguin Random House
6289,978-6-3849-6381-0,Ancient Journey,1237,Elizabeth Lopez,Self-Help,2009,15.86,413,eBook,False,Macmillan
6290,978-6-9709-8659-5,First Story Before Dawn,568,Emma Martin,Thriller,2018,9.84,359,eBook,True,Macmillan
6291,978-7-8051-4485-3,Lost Journey at Sunrise,1206,Mary Lee,Non-Fiction,1994,4.24,531,Paperback,True,Penguin Random House
6292,978-0-1720-7092-1,Silent Light of Tomorrow,999,Mary Wilson,Mystery,1994,6.8,486,Hardcover,True,Independent Press
6293,978-6-3200-3359-3,Ancient Light Under Stars,1209,James Lopez,Mystery,2016,28.95,615,Audiobook,True,Macmillan
6294,978-1-5068-6572-4,Ancient Tale of the Night,59,Isabella Johnson,Science Fiction,2004,4.49,649,Paperback,True,HarperCollins
6295,978-8-6444-5479-1,A Story in the Dark,1398,Isabella Garcia,Fiction,1991,9.64,550,Paperback,True,Penguin Random House
6296,978-8-2685-9883-5,Dark Light in the Light,644,Jessica Lee,Science Fiction,2020,15.78,639,eBook,True,HarperCollins
6297,978-8-8866-2925-2,Lost Quest Under Stars,654,Jennifer Martinez,Fiction,1993,11.88,152,eBook,True,Macmillan
6298,978-6-6439-7781-8,An Legend,776,Ava Brown,Fantasy,2007,16.95,745,eBook,True,Penguin Random House
6299,978-4-8588-7138-6,Bright Echo in the Light,1721,Mary Rodriguez,Technology,2018,7.43,182,Paperback,True,Simon & Schuster
6300,978-8-3602-3414-4,Hidden Mystery Under Stars,1260,Jennifer White,Mystery,2004,14.64,415,eBook,False,Macmillan
6301,978-8-1072-9189-6,Forgotten Light,770,Ava Miller,Thriller,1996,19.02,532,Hardcover,True,Penguin Random House
6302,978-6-6878-7404-8,Hidden Tale Before Dawn,917,John Williams,Fiction,2007,16.73,607,eBook,False,Independent Press
6303,978-9-1490-6820-2,Forgotten Vision,452,Mia Garcia,Fiction,2013,21.83,789,eBook,True,Macmillan
6304,978-1-3193-4708-9,Ancient Vision at Sunrise,1742,Ava Lopez,Biography,2023,14.86,389,Hardcover,True,Simon & Schuster
6305,978-8-2034-5788-4,Forgotten Story Beyond Time,231,Patricia Brown,Science Fiction,1996,17.02,199,Paperback,True,Macmillan
6306,978-2-1696-5271-1,First Quest at Sunrise,111,Mason Martinez,History,2021,5.86,680,eBook,True,HarperCollins
6307,978-9-2570-6243-7,The Story,1625,Robert Taylor,Fiction,2016,8.44,374,eBook,True,Penguin Random House
6308,978-5-6095-5764-2,Modern Vision Through Time,287,Isabella Rodriguez,Mystery,2004,22.24,454,Hardcover,True,Simon & Schuster
6309,978-8-2693-8747-4,Hidden Dream Beyond Time,223,Sarah White,Fantasy,2019,12.31,515,Hardcover,True,HarperCollins
6310,978-8-6767-5276-7,Silent Saga in the Dark,476,Mia Anderson,Romance,2015,7.22,684,Hardcover,False,HarperCollins
6311,978-5-4271-2935-8,An Chronicles,1520,Sarah White,Thriller,2016,7.34,730,Paperback,True,Independent Press
6312,978-6-7047-4041-3,Last Mystery,1900,Jennifer Wilson,History,1991,4.17,271,Audiobook,True,Macmillan
6313,978-2-3650-5561-3,Silent Dream in the Light,1467,Liam Martin,Fiction,1997,24.94,488,Audiobook,False,Macmillan
6314,978-1-1030-1969-6,Bright Legend of Tomorrow,1684,Liam Jackson,Fiction,2007,6.19,175,Hardcover,True,Macmillan
6315,978-5-6160-2827-4,The Light in the Dark,520,Sophia Anderson,Thriller,1996,19.34,314,eBook,True,Independent Press
6316,978-5-7514-7296-3,A Echo,61,Mary Lewis,Fiction,2006,36.56,439,eBook,True,HarperCollins
6317,978-1-6863-2797-5,Broken Legend at Midnight,478,Susan Garcia,Fiction,1991,20.03,213,eBook,True,Independent Press
6318,978-2-3325-3448-2,Lost Echo,190,Mary Johnson,Fantasy,1997,12.67,553,eBook,True,HarperCollins
6319,978-6-3930-8345-3,Silent Vision at Midnight,852,Emma Miller,Fantasy,2019,8.62,507,eBook,True,Macmillan
6320,978-4-1549-4366-5,A Shadow,157,Patricia Johnson,Fiction,1998,4.34,379,Audiobook,True,Penguin Random House
6321,978-4-2366-4190-8,Broken Legend,1065,Mary Anderson,Mystery,2018,11.02,647,Hardcover,True,Macmillan
6322,978-5-2524-9926-9,The Dream in the Dark,667,Joseph Moore,Thriller,2006,11.75,794,eBook,True,Penguin Random House
6323,978-0-6350-9724-3,First Mystery of Tomorrow,1645,Susan Lopez,Fiction,2004,10.27,345,Audiobook,True,Macmillan
6324,978-1-9223-4868-8,Dark Saga Through Time,1538,Elizabeth Hernandez,Non-Fiction,2021,16.3,257,Audiobook,True,Penguin Random House
6325,978-4-9294-2171-3,Broken Memory Under Stars,1753,Liam Jones,Mystery,2003,13.96,375,eBook,True,HarperCollins
6326,978-0-3589-8687-9,An Saga of the Night,1780,Susan Jones,Mystery,2007,14.07,629,Hardcover,True,HarperCollins
6327,978-1-7196-1032-4,An Tale of Tomorrow,79,Mary Brown,Fiction,2023,22.12,725,Paperback,True,Hachette
6328,978-6-9149-5094-4,Hidden Echo of the Night,1956,Barbara White,Fiction,2012,9.97,769,Paperback,True,Hachette
6329,978-4-9631-3615-7,Ancient Quest at Sunrise,833,Jessica Martin,Biography,1992,6.07,612,Hardcover,True,Simon & Schuster
6330,978-1-7828-6833-7,Bright Light of Tomorrow,37,Sophia Williams,Science Fiction,1992,6.45,590,Hardcover,True,Independent Press
6331,978-0-5281-1572-5,Bright Chronicles,260,Michael Thompson,Mystery,2014,4.74,230,eBook,True,Hachette
6332,978-2-3392-5496-1,Dark Story,1358,David Robinson,Thriller,1997,8.18,550,Paperback,False,Penguin Random House
6333,978-9-7519-2579-4,Forgotten Journey,1306,Sophia Williams,Romance,1992,10.08,729,eBook,True,Simon & Schuster
6334,978-0-4773-9825-3,Broken Echo in the Light,1067,Mia Hernandez,Fiction,2005,24.04,477,eBook,False,HarperCollins
6335,978-2-3335-6675-0,Silent Chronicles of the Night,1726,Isabella Jackson,Self-Help,1991,14.12,761,Hardcover,False,HarperCollins
6336,978-4-8155-7642-7,First Quest,1116,Thomas Johnson,History,2018,9.61,417,eBook,True,HarperCollins
6337,978-2-5751-8485-4,The Memory,1911,Richard Hernandez,Fiction,2019,5.93,487,Paperback,True,Macmillan
6338,978-5-8783-6622-0,Modern Vision Under Stars,94,Susan Garcia,Non-Fiction,2005,11.73,659,eBook,True,Simon & Schuster
6339,978-0-2234-5647-8,First Shadow,173,Susan Thomas,Biography,2012,4.69,290,eBook,True,Hachette
